protein	protein	Sample1_01	Sample1_02	Sample1_03	Sample2_01	Sample2_02	Sample2_03	Sample1	Sample2	protein-log2	Sample1_01-log2	Sample1_02-log2	Sample1_03-log2	Sample2_01-log2	Sample2_02-log2	Sample2_03-log2	Sample1-log2	Sample2-log2	p	p threshold	Significant	ratio	sum	log2_sum	log2_ratio
NP_005841	115498	1	2	4	1	1	1	2.3333333333333335	1.0	16.81750834412954	0.0	1.0	2.0	0.0	0.0	0.0	1.222392421336448	0.0	0.15830242337545783	0.005291723202170963	False	0.42857142857142855	3.3333333333333335	1.7369655941662063	-1.222392421336448
NP_002943	595210	53	118	61	55	47	32	77.33333333333333	44.666666666666664	19.18303923950711	5.7279204545632	6.882643049361842	5.930737337562887	5.78135971352466	5.554588851677638	5.0	6.273018494406416	5.481126689736616	0.15868664402069857	0.0052944369063772055	False	0.5775862068965517	122.0	6.930737337562887	-0.7918918046697998
NP_001876	295813	76	73	56	48	54	63	68.33333333333333	55.0	18.174325929927935	6.247927513443586	6.189824558880018	5.807354922057605	5.584962500721157	5.754887502163469	5.977279923499917	6.09451759878429	5.78135971352466	0.1588367595567994	0.005297150610583446	False	0.8048780487804879	123.33333333333333	6.946418959795157	-0.3131578852596302
NP_036382	299643	10	10	4	12	11	17	8.0	13.333333333333334	18.192885145747972	3.3219280948873626	3.3219280948873626	2.0	3.5849625007211565	3.4594316186372978	4.08746284125034	3.0	3.7369655941662066	0.1595013524991207	0.005299864314789688	False	1.6666666666666667	21.333333333333336	4.415037499278844	0.7369655941662062
NP_001238968	232761	63	71	56	69	70	84	63.333333333333336	74.33333333333333	17.828489823834	5.977279923499917	6.149747119504682	5.807354922057605	6.10852445677817	6.129283016944967	6.39231742277876	5.984893107609792	6.215937399199149	0.15993970717815353	0.0053025780189959295	False	1.1736842105263157	137.66666666666666	7.105035470698289	0.23104429158935677
NP_006005	147385	12	7	11	16	11	15	10.0	14.0	17.169230177114063	3.5849625007211565	2.807354922057604	3.4594316186372978	4.0	3.4594316186372978	3.9068905956085187	3.3219280948873626	3.8073549220576037	0.16012740025802674	0.005305291723202171	False	1.4	24.0	4.584962500721157	0.4854268271702417
NP_065747	350505	13	10	11	1	7	7	11.333333333333334	5.0	18.41907549905432	3.700439718141092	3.3219280948873626	3.4594316186372978	0.0	2.807354922057604	2.807354922057604	3.502500340529183	2.321928094887362	0.16023008231628366	0.005308005427408412	False	0.4411764705882353	16.333333333333336	4.029747343394052	-1.180572245641821
NP_001247435	192703	82	106	78	65	51	84	88.66666666666667	66.66666666666667	17.556019506119394	6.357552004618085	6.727920454563199	6.285402218862249	6.022367813028454	5.672425341971496	6.39231742277876	6.470319934780033	6.058893689053569	0.160784660287017	0.005310719131614654	False	0.7518796992481203	155.33333333333334	7.279223643933125	-0.411426245726465
NP_060282	861235	48	68	40	31	30	47	52.0	36.0	19.71604742527079	5.584962500721157	6.08746284125034	5.321928094887363	4.954196310386876	4.906890595608519	5.554588851677638	5.700439718141093	5.169925001442312	0.1610402022724669	0.005313432835820896	False	0.6923076923076923	88.0	6.459431618637298	-0.5305147166987799
NP_733822	996985	57	68	43	40	43	47	56.0	43.333333333333336	19.927212273354762	5.832890014164742	6.08746284125034	5.426264754702098	5.321928094887363	5.426264754702098	5.554588851677638	5.807354922057605	5.437405312307298	0.16321868628087913	0.005316146540027137	False	0.7738095238095238	99.33333333333334	6.634206019741005	-0.3699496097503057
NP_861974	790634	31	35	25	33	37	39	30.333333333333332	36.333333333333336	19.592650471811236	4.954196310386876	5.129283016944966	4.643856189774724	5.044394119358453	5.20945336562895	5.285402218862249	4.92283213947754	5.18322182405577	0.16345892017425254	0.005318860244233379	False	1.197802197802198	66.66666666666667	6.058893689053569	0.2603896845782303
NP_663782	354499	1	3	1	2	3	6	1.6666666666666667	3.6666666666666665	18.435422032234253	0.0	1.5849625007211563	0.0	1.0	1.5849625007211563	2.584962500721156	0.7369655941662062	1.8744691179161412	0.16406790511026084	0.00532157394843962	False	2.1999999999999997	5.333333333333333	2.415037499278844	1.1375035237499347
NP_060864	646272	18	14	10	17	18	33	14.0	22.666666666666668	19.301781962051106	4.169925001442312	3.8073549220576037	3.3219280948873626	4.08746284125034	4.169925001442312	5.044394119358453	3.8073549220576037	4.502500340529183	0.16424360907363322	0.005324287652645862	False	1.619047619047619	36.66666666666667	5.196397212803504	0.6951454184715792
NP_001128230	46064	10	11	12	4	9	9	11.0	7.333333333333333	15.491352073563435	3.3219280948873626	3.4594316186372978	3.5849625007211565	2.0	3.1699250014423126	3.1699250014423126	3.4594316186372978	2.8744691179161412	0.16431869384789066	0.005327001356852103	False	0.6666666666666666	18.333333333333332	4.196397212803504	-0.5849625007211563
NP_001737	136308	9	8	10	9	12	12	9.0	11.0	17.056510711720286	3.1699250014423126	3.0	3.3219280948873626	3.1699250014423126	3.5849625007211565	3.5849625007211565	3.1699250014423126	3.4594316186372978	0.16517092947987627	0.005329715061058345	False	1.2222222222222223	20.0	4.321928094887363	0.28950661719498505
NP_689969	89665	7	1	1	3	10	13	3.0	8.666666666666666	16.45225733035538	2.807354922057604	0.0	0.0	1.5849625007211563	3.3219280948873626	3.700439718141092	1.5849625007211563	3.1154772174199357	0.16518358257713883	0.005332428765264587	False	2.888888888888889	11.666666666666666	3.5443205162238103	1.5305147166987798
NP_004507	153246	10	6	10	7	1	4	8.666666666666666	4.0	17.225489891873412	3.3219280948873626	2.584962500721156	3.3219280948873626	2.807354922057604	0.0	2.0	3.1154772174199357	2.0	0.16544653690349678	0.005335142469470828	False	0.46153846153846156	12.666666666666666	3.6629650127224296	-1.1154772174199359
NP_703194	270090	10	6	10	7	1	4	8.666666666666666	4.0	18.043080699927962	3.3219280948873626	2.584962500721156	3.3219280948873626	2.807354922057604	0.0	2.0	3.1154772174199357	2.0	0.16544653690349678	0.0053378561736770695	False	0.46153846153846156	12.666666666666666	3.6629650127224296	-1.1154772174199359
NP_998776	1120031	23	58	23	12	20	21	34.666666666666664	17.666666666666668	20.095107232792177	4.523561956057013	5.857980995127572	4.523561956057013	3.5849625007211565	4.321928094887363	4.392317422778761	5.115477217419936	4.142957953842044	0.16650138134940445	0.005340569877883311	False	0.5096153846153847	52.33333333333333	5.709658248170471	-0.9725192635778928
NP_001093162	19983	29	20	21	25	38	30	23.333333333333332	31.0	14.28648556729559	4.857980995127573	4.321928094887363	4.392317422778761	4.643856189774724	5.247927513443585	4.906890595608519	4.54432051622381	4.954196310386876	0.16726753947768253	0.005343283582089553	False	1.3285714285714287	54.33333333333333	5.763765653509922	0.40987579416306513
NP_001186658	93404	9	8	8	9	12	9	8.333333333333334	10.0	16.511196713816247	3.1699250014423126	3.0	3.0	3.1699250014423126	3.5849625007211565	3.1699250014423126	3.0588936890535687	3.3219280948873626	0.1676187762485571	0.005345997286295793	False	1.2	18.333333333333336	4.196397212803504	0.2630344058337938
NP_067066	198120	15	15	19	15	14	11	16.333333333333332	13.333333333333334	17.596015000521778	3.9068905956085187	3.9068905956085187	4.247927513443585	3.9068905956085187	3.8073549220576037	3.4594316186372978	4.029747343394052	3.7369655941662066	0.16972801042778116	0.005348710990502036	False	0.816326530612245	29.666666666666664	4.890770930245242	-0.29278174922784567
NP_003371	830716	72	76	68	99	72	85	72.0	85.33333333333333	19.663995816148663	6.169925001442312	6.247927513443586	6.08746284125034	6.6293566200796095	6.169925001442312	6.409390936137703	6.169925001442312	6.415037499278843	0.17055520473602861	0.005351424694708277	False	1.1851851851851851	157.33333333333331	7.2976805486406855	0.24511249783653138
NP_001189398	11884	4	7	3	2	1	4	4.666666666666667	2.3333333333333335	13.536732889835415	2.0	2.807354922057604	1.5849625007211563	1.0	0.0	2.0	2.222392421336448	1.222392421336448	0.17156794772553755	0.005354138398914518	False	0.5	7.0	2.807354922057604	-1.0
NP_001138898	8665	5	2	3	2	2	2	3.3333333333333335	2.0	13.080984034047534	2.321928094887362	1.0	1.5849625007211563	1.0	1.0	1.0	1.7369655941662063	1.0	0.17184684169692704	0.005356852103120761	False	0.6	5.333333333333334	2.415037499278844	-0.7369655941662062
NP_057066	35776	5	2	3	2	2	2	3.3333333333333335	2.0	15.12670447284319	2.321928094887362	1.0	1.5849625007211563	1.0	1.0	1.0	1.7369655941662063	1.0	0.17184684169692704	0.005359565807327001	False	0.6	5.333333333333334	2.415037499278844	-0.7369655941662062
NP_003642	23466	5	2	3	2	2	2	3.3333333333333335	2.0	14.518284321454102	2.321928094887362	1.0	1.5849625007211563	1.0	1.0	1.0	1.7369655941662063	1.0	0.17184684169692704	0.005362279511533243	False	0.6	5.333333333333334	2.415037499278844	-0.7369655941662062
NP_612451	740741	6	41	18	4	5	10	21.666666666666668	6.333333333333333	19.498609666991246	2.584962500721156	5.357552004618084	4.169925001442312	2.0	2.321928094887362	3.3219280948873626	4.437405312307299	2.662965012722429	0.17188231095208256	0.005364993215739485	False	0.29230769230769227	28.0	4.807354922057604	-1.7744402995848692
NP_004651	103774	5	7	2	2	3	1	4.666666666666667	2.0	16.663085504166897	2.321928094887362	2.807354922057604	1.0	1.0	1.5849625007211563	0.0	2.222392421336448	1.0	0.17200088246986542	0.005367706919945726	False	0.42857142857142855	6.666666666666667	2.736965594166206	-1.222392421336448
NP_064535	809384	73	75	51	73	85	90	66.33333333333333	82.66666666666667	19.626464804357408	6.189824558880018	6.22881869049588	5.672425341971496	6.189824558880018	6.409390936137703	6.491853096329675	6.051662119822492	6.369233809665719	0.17207430342879826	0.005370420624151967	False	1.2462311557788945	149.0	7.219168520462162	0.3175716898432265
NP_060310	412962	13	19	14	7	11	14	15.333333333333334	10.666666666666666	18.65564950805779	3.700439718141092	4.247927513443585	3.8073549220576037	2.807354922057604	3.4594316186372978	3.8073549220576037	3.938599455335857	3.415037499278844	0.17218601183130786	0.0053731343283582094	False	0.6956521739130435	26.0	4.700439718141093	-0.523561956057013
NP_001231696	12825	3	4	2	1	1	3	3.0	1.6666666666666667	13.646671205381779	1.5849625007211563	2.0	1.0	0.0	0.0	1.5849625007211563	1.5849625007211563	0.7369655941662062	0.17241903898735828	0.00537584803256445	False	0.5555555555555556	4.666666666666667	2.222392421336448	-0.84799690655495
NP_001161803	30042	24	23	16	22	29	35	21.0	28.666666666666668	14.874693240804913	4.584962500721157	4.523561956057013	4.0	4.459431618637297	4.857980995127573	5.129283016944966	4.392317422778761	4.841302253980942	0.17245012949676317	0.005378561736770692	False	1.3650793650793651	49.66666666666667	5.634206019741006	0.4489848312021816
NP_940684	235455	7	11	4	14	9	12	7.333333333333333	11.666666666666666	17.845091833721582	2.807354922057604	3.4594316186372978	2.0	3.8073549220576037	3.1699250014423126	3.5849625007211565	2.8744691179161412	3.5443205162238103	0.1727215988439933	0.005381275440976934	False	1.5909090909090908	19.0	4.247927513443585	0.6698513983076692
NP_001186731	257688	112	86	101	104	123	121	99.66666666666667	116.0	17.975265829858696	6.807354922057604	6.426264754702098	6.6582114827517955	6.700439718141092	6.94251450533924	6.9188632372745955	6.63903917347695	6.857980995127572	0.1734588184244396	0.005383989145183175	False	1.1638795986622072	215.66666666666669	7.752659401271352	0.21894182165062312
NP_000966	55816	112	86	101	104	123	121	99.66666666666667	116.0	15.76839111830425	6.807354922057604	6.426264754702098	6.6582114827517955	6.700439718141092	6.94251450533924	6.9188632372745955	6.63903917347695	6.857980995127572	0.1734588184244396	0.005386702849389417	False	1.1638795986622072	215.66666666666669	7.752659401271352	0.21894182165062312
NP_066926	118035	5	7	4	2	3	5	5.333333333333333	3.3333333333333335	16.84885518859466	2.321928094887362	2.807354922057604	2.0	1.0	1.5849625007211563	2.321928094887362	2.415037499278844	1.7369655941662063	0.1740822838037235	0.005389416553595658	False	0.6250000000000001	8.666666666666666	3.1154772174199357	-0.6780719051126374
NP_660088	132453	9	4	4	1	5	2	5.666666666666667	2.6666666666666665	17.015120994898652	3.1699250014423126	2.0	2.0	0.0	2.321928094887362	1.0	2.5025003405291835	1.4150374992788437	0.17426808907337388	0.0053921302578019	False	0.4705882352941176	8.333333333333334	3.0588936890535687	-1.0874628412503398
NP_775788	228045	22	17	13	11	9	16	17.333333333333332	12.0	17.79895901317322	4.459431618637297	4.08746284125034	3.700439718141092	3.4594316186372978	3.1699250014423126	4.0	4.115477217419936	3.5849625007211565	0.17482740701156665	0.0053948439620081405	False	0.6923076923076924	29.333333333333332	4.874469117916141	-0.5305147166987796
NP_001198	210167	74	87	71	76	105	109	77.33333333333333	96.66666666666667	17.68117663244345	6.209453365628951	6.442943495848729	6.149747119504682	6.247927513443586	6.714245517666122	6.768184324776926	6.273018494406416	6.594946589293779	0.1748593530734635	0.005397557666214383	False	1.2500000000000002	174.0	7.442943495848729	0.3219280948873626
NP_060682	189245	5	2	1	1	1	1	2.6666666666666665	1.0	17.529895658026966	2.321928094887362	1.0	0.0	0.0	0.0	0.0	1.4150374992788437	0.0	0.17495777278559158	0.005400271370420625	False	0.375	3.6666666666666665	1.8744691179161412	-1.4150374992788437
NP_001008493	19865	5	2	1	1	1	1	2.6666666666666665	1.0	14.277941172975464	2.321928094887362	1.0	0.0	0.0	0.0	0.0	1.4150374992788437	0.0	0.17495777278559158	0.005402985074626865	False	0.375	3.6666666666666665	1.8744691179161412	-1.4150374992788437
NP_958842	819580	63	71	56	68	70	84	63.333333333333336	74.0	19.644525253499403	5.977279923499917	6.149747119504682	5.807354922057605	6.08746284125034	6.129283016944967	6.39231742277876	5.984893107609792	6.209453365628951	0.17697048591084596	0.005405698778833108	False	1.1684210526315788	137.33333333333334	7.1015380264620624	0.22456025801915794
NP_612642	130990	6	4	3	2	2	4	4.333333333333333	2.6666666666666665	16.999097152603476	2.584962500721156	2.0	1.5849625007211563	1.0	1.0	2.0	2.115477217419936	1.4150374992788437	0.17698508915675687	0.0054084124830393486	False	0.6153846153846154	7.0	2.807354922057604	-0.7004397181410922
NP_003310	22146	7	8	11	3	9	4	8.666666666666666	5.333333333333333	14.434758522966764	2.807354922057604	3.0	3.4594316186372978	1.5849625007211563	3.1699250014423126	2.0	3.1154772174199357	2.415037499278844	0.17760035464609966	0.00541112618724559	False	0.6153846153846154	14.0	3.8073549220576037	-0.7004397181410922
NP_597676	43443	7	8	11	3	9	4	8.666666666666666	5.333333333333333	15.406836112886916	2.807354922057604	3.0	3.4594316186372978	1.5849625007211563	3.1699250014423126	2.0	3.1154772174199357	2.415037499278844	0.17760035464609966	0.005413839891451832	False	0.6153846153846154	14.0	3.8073549220576037	-0.7004397181410922
NP_597681	43447	7	8	11	3	9	4	8.666666666666666	5.333333333333333	15.406968942445383	2.807354922057604	3.0	3.4594316186372978	1.5849625007211563	3.1699250014423126	2.0	3.1154772174199357	2.415037499278844	0.17760035464609966	0.005416553595658073	False	0.6153846153846154	14.0	3.8073549220576037	-0.7004397181410922
NP_001137254	75798	18	23	17	14	17	17	19.333333333333332	16.0	16.209872161611408	4.169925001442312	4.523561956057013	4.08746284125034	3.8073549220576037	4.08746284125034	4.08746284125034	4.273018494406416	4.0	0.17800695039067993	0.005419267299864314	False	0.8275862068965518	35.33333333333333	5.142957953842043	-0.2730184944064158
NP_057678	333288	18	23	17	14	17	17	19.333333333333332	16.0	18.346409848734204	4.169925001442312	4.523561956057013	4.08746284125034	3.8073549220576037	4.08746284125034	4.08746284125034	4.273018494406416	4.0	0.17800695039067993	0.005421981004070557	False	0.8275862068965518	35.33333333333333	5.142957953842043	-0.2730184944064158
NP_001166366	30897	6	6	2	9	9	6	4.666666666666667	8.0	14.91517914339957	2.584962500721156	2.584962500721156	1.0	3.1699250014423126	3.1699250014423126	2.584962500721156	2.222392421336448	3.0	0.1783030723259099	0.005424694708276798	False	1.7142857142857142	12.666666666666668	3.6629650127224296	0.7776075786635519
NP_001181875	111175	9	3	3	3	2	2	5.0	2.3333333333333335	16.762472879126232	3.1699250014423126	1.5849625007211563	1.5849625007211563	1.5849625007211563	1.0	1.0	2.321928094887362	1.222392421336448	0.17830307232591006	0.005427408412483039	False	0.4666666666666667	7.333333333333334	2.8744691179161412	-1.0995356735509143
NP_886553	467335	9	3	3	3	2	2	5.0	2.3333333333333335	18.83409756307448	3.1699250014423126	1.5849625007211563	1.5849625007211563	1.5849625007211563	1.0	1.0	2.321928094887362	1.222392421336448	0.17830307232591006	0.005430122116689281	False	0.4666666666666667	7.333333333333334	2.8744691179161412	-1.0995356735509143
NP_937887	470675	9	3	3	3	2	2	5.0	2.3333333333333335	18.844371700453426	3.1699250014423126	1.5849625007211563	1.5849625007211563	1.5849625007211563	1.0	1.0	2.321928094887362	1.222392421336448	0.17830307232591006	0.005432835820895522	False	0.4666666666666667	7.333333333333334	2.8744691179161412	-1.0995356735509143
NP_937884	470475	9	3	3	3	2	2	5.0	2.3333333333333335	18.843758537806618	3.1699250014423126	1.5849625007211563	1.5849625007211563	1.5849625007211563	1.0	1.0	2.321928094887362	1.222392421336448	0.17830307232591006	0.005435549525101765	False	0.4666666666666667	7.333333333333334	2.8744691179161412	-1.0995356735509143
NP_937885	470575	9	3	3	3	2	2	5.0	2.3333333333333335	18.844065151705202	3.1699250014423126	1.5849625007211563	1.5849625007211563	1.5849625007211563	1.0	1.0	2.321928094887362	1.222392421336448	0.17830307232591006	0.005438263229308005	False	0.4666666666666667	7.333333333333334	2.8744691179161412	-1.0995356735509143
NP_001011	71120	187	140	148	154	238	262	158.33333333333334	218.0	16.11796770371713	7.546894459887637	7.129283016944966	7.209453365628949	7.266786540694902	7.894817763307945	8.03342300153745	7.3068212024971535	7.768184324776926	0.17915567340612043	0.005440976933514247	False	1.3768421052631579	376.33333333333337	8.555867270051845	0.46136312227977233
NP_006319	486216	14	21	15	9	11	16	16.666666666666668	12.0	18.891237843617624	3.8073549220576037	4.392317422778761	3.9068905956085187	3.1699250014423126	3.4594316186372978	4.0	4.058893689053568	3.5849625007211565	0.17949150117355947	0.005443690637720488	False	0.72	28.666666666666668	4.841302253980942	-0.47393118833241243
NP_954655	378820	7	8	6	3	1	7	7.0	3.6666666666666665	18.53115297509297	2.807354922057604	3.0	2.584962500721156	1.5849625007211563	0.0	2.807354922057604	2.807354922057604	1.8744691179161412	0.1798850204591249	0.00544640434192673	False	0.5238095238095238	10.666666666666666	3.415037499278844	-0.932885804141463
NP_004879	131425	15	25	11	48	23	21	17.0	30.666666666666668	17.0038802093466	3.9068905956085187	4.643856189774724	3.4594316186372978	5.584962500721157	4.523561956057013	4.392317422778761	4.08746284125034	4.938599455335857	0.17999723140770216	0.005449118046132972	False	1.803921568627451	47.66666666666667	5.574908836057234	0.8511366140855173
NP_001186916	106272	34	19	30	40	31	41	27.666666666666668	37.333333333333336	16.697402007502706	5.08746284125034	4.247927513443585	4.906890595608519	5.321928094887363	4.954196310386876	5.357552004618084	4.7900769306257684	5.2223924213364485	0.18001911751261115	0.005451831750339213	False	1.349397590361446	65.0	6.022367813028454	0.43231549071067954
NP_002484	175509	34	19	30	40	31	41	27.666666666666668	37.333333333333336	17.42118548743075	5.08746284125034	4.247927513443585	4.906890595608519	5.321928094887363	4.954196310386876	5.357552004618084	4.7900769306257684	5.2223924213364485	0.18001911751261115	0.005454545454545455	False	1.349397590361446	65.0	6.022367813028454	0.43231549071067954
NP_001257411	126678	15	7	4	1	6	3	8.666666666666666	3.3333333333333335	16.950806469737948	3.9068905956085187	2.807354922057604	2.0	0.0	2.584962500721156	1.5849625007211563	3.1154772174199357	1.7369655941662063	0.1800390027433173	0.005457259158751696	False	0.38461538461538464	12.0	3.5849625007211565	-1.3785116232537298
NP_057142	432498	35	25	36	41	35	41	32.0	39.0	18.722333935748594	5.129283016944966	4.643856189774724	5.169925001442312	5.357552004618084	5.129283016944966	5.357552004618084	5.0	5.285402218862249	0.180311371108412	0.005459972862957938	False	1.21875	71.0	6.149747119504682	0.2854022188622483
NP_001020	34118	88	87	89	85	111	114	88.0	103.33333333333333	15.058245457780947	6.459431618637298	6.442943495848729	6.475733430966398	6.409390936137703	6.794415866350106	6.832890014164742	6.459431618637298	6.6911619045530815	0.1806228096183815	0.005462686567164179	False	1.174242424242424	191.33333333333331	7.579944425954532	0.23173028591578396
NP_037380	134798	8	7	12	4	6	8	9.0	6.0	17.04043956582686	3.0	2.807354922057604	3.5849625007211565	2.0	2.584962500721156	3.0	3.1699250014423126	2.584962500721156	0.18117201968354113	0.0054654002713704205	False	0.6666666666666666	15.0	3.9068905956085187	-0.5849625007211563
NP_060352	225633	4	9	2	7	9	10	5.0	8.666666666666666	17.783618559259743	2.0	3.1699250014423126	1.0	2.807354922057604	3.1699250014423126	3.3219280948873626	2.321928094887362	3.1154772174199357	0.1813314873934736	0.005468113975576663	False	1.7333333333333332	13.666666666666666	3.7725895038969273	0.7935491225325735
NP_057177	108615	12	4	8	13	11	13	8.0	12.333333333333334	16.728863831089644	3.5849625007211565	2.0	3.0	3.700439718141092	3.4594316186372978	3.700439718141092	3.0	3.6244908649077936	0.1816363865215469	0.005470827679782904	False	1.5416666666666667	20.333333333333336	4.345774836841731	0.6244908649077937
NP_940929	188646	5	5	6	9	5	12	5.333333333333333	8.666666666666666	17.52532198438423	2.321928094887362	2.321928094887362	2.584962500721156	3.1699250014423126	2.321928094887362	3.5849625007211565	2.415037499278844	3.1154772174199357	0.18202607874365892	0.005473541383989145	False	1.625	14.0	3.8073549220576037	0.7004397181410922
NP_002140	184381	26	21	33	24	20	17	26.666666666666668	20.333333333333332	17.492330471754734	4.700439718141093	4.392317422778761	5.044394119358453	4.584962500721157	4.321928094887363	4.08746284125034	4.7369655941662066	4.34577483684173	0.18310530064674554	0.005476255088195387	False	0.7625	47.0	5.554588851677638	-0.39119075732447617
NP_112553	1029786	47	58	44	61	51	71	49.666666666666664	61.0	19.973913131183306	5.554588851677638	5.857980995127572	5.459431618637297	5.930737337562887	5.672425341971496	6.149747119504682	5.634206019741005	5.930737337562887	0.18376127961164507	0.0054789687924016285	False	1.2281879194630874	110.66666666666666	6.790076930625769	0.296531317821881
NP_112552	1029086	47	58	44	61	51	71	49.666666666666664	61.0	19.972932121613468	5.554588851677638	5.857980995127572	5.459431618637297	5.930737337562887	5.672425341971496	6.149747119504682	5.634206019741005	5.930737337562887	0.18376127961164507	0.005481682496607869	False	1.2281879194630874	110.66666666666666	6.790076930625769	0.296531317821881
NP_001528	113358	10	10	13	11	20	15	11.0	15.333333333333334	16.790526684245613	3.3219280948873626	3.3219280948873626	3.700439718141092	3.4594316186372978	4.321928094887363	3.9068905956085187	3.4594316186372978	3.938599455335857	0.18383702653067077	0.005484396200814112	False	1.393939393939394	26.333333333333336	4.718818247455947	0.47916783669855956
NP_620132	481910	27	36	24	33	34	39	29.0	35.333333333333336	18.878404212847613	4.754887502163469	5.169925001442312	4.584962500721157	5.044394119358453	5.08746284125034	5.285402218862249	4.857980995127573	5.142957953842043	0.18459201820412974	0.0054871099050203525	False	1.2183908045977012	64.33333333333334	6.007494536546924	0.284976958714471
NP_031401	230664	10	14	9	7	8	10	11.0	8.333333333333334	17.815433332925863	3.3219280948873626	3.8073549220576037	3.1699250014423126	2.807354922057604	3.0	3.3219280948873626	3.4594316186372978	3.0588936890535687	0.18505766398438683	0.005489823609226594	False	0.7575757575757577	19.333333333333336	4.273018494406417	-0.4005379295837285
NP_736606	45352	10	6	7	3	7	5	7.666666666666667	5.0	15.468878553819428	3.3219280948873626	2.584962500721156	2.807354922057604	1.5849625007211563	2.807354922057604	2.321928094887362	2.938599455335857	2.321928094887362	0.18514795854766933	0.005492537313432837	False	0.6521739130434783	12.666666666666668	3.6629650127224296	-0.6166713604484944
NP_006704	535613	139	124	114	88	128	94	125.66666666666667	103.33333333333333	19.030831451544003	7.118941072723508	6.954196310386876	6.832890014164742	6.459431618637298	7.0	6.554588851677638	6.973458212547508	6.6911619045530815	0.18533058840301786	0.005495251017639077	False	0.8222811671087532	229.0	7.8392037880969445	-0.2822963079944269
NP_001536	211107	40	33	30	29	31	29	34.333333333333336	29.666666666666668	17.687614891576892	5.321928094887363	5.044394119358453	4.906890595608519	4.857980995127573	4.954196310386876	4.857980995127573	5.1015380264620624	4.890770930245242	0.18642863225391976	0.005497964721845319	False	0.8640776699029126	64.0	6.0	-0.21076709621682072
NP_001238846	64363	37	43	40	35	36	39	40.0	36.666666666666664	15.973943952103255	5.20945336562895	5.426264754702098	5.321928094887363	5.129283016944966	5.169925001442312	5.285402218862249	5.321928094887363	5.196397212803504	0.18674780872568747	0.0055006784260515605	False	0.9166666666666666	76.66666666666666	6.260527550223219	-0.12553088208385899
NP_057538	147583	24	21	28	23	20	19	24.333333333333332	20.666666666666668	17.171167022202344	4.584962500721157	4.392317422778761	4.807354922057604	4.523561956057013	4.321928094887363	4.247927513443585	4.6048620581588615	4.36923380966572	0.18840781606515344	0.005503392130257802	False	0.8493150684931507	45.0	5.491853096329675	-0.23562824849314193
NP_001003396	24449	25	31	24	31	28	34	26.666666666666668	31.0	14.577487837588118	4.643856189774724	4.954196310386876	4.584962500721157	4.954196310386876	4.807354922057604	5.08746284125034	4.7369655941662066	4.954196310386876	0.18853276334296715	0.005506105834464043	False	1.1624999999999999	57.66666666666667	5.8496657269155685	0.2172307162206689
NP_006848	223790	12	8	11	10	7	6	10.333333333333334	7.666666666666667	17.771786045725488	3.5849625007211565	3.0	3.4594316186372978	3.3219280948873626	2.807354922057604	2.584962500721156	3.3692338096657193	2.938599455335857	0.19036257032287562	0.005508819538670285	False	0.7419354838709677	18.0	4.169925001442312	-0.43063435432986236
NP_644808	263673	17	1	10	22	21	22	9.333333333333334	21.666666666666668	18.008390321860713	4.08746284125034	0.0	3.3219280948873626	4.459431618637297	4.392317422778761	4.459431618637297	3.222392421336448	4.437405312307299	0.19197823464872965	0.005511533242876526	False	2.3214285714285716	31.0	4.954196310386876	1.2150128909708504
NP_001348	683008	50	53	46	50	40	42	49.666666666666664	44.0	19.381542951184585	5.643856189774724	5.7279204545632	5.523561956057013	5.643856189774724	5.321928094887363	5.392317422778761	5.634206019741005	5.459431618637297	0.1922412991038875	0.005514246947082768	False	0.8859060402684564	93.66666666666666	6.5494638194997705	-0.17477440110370804
NP_001143	203291	84	107	58	47	45	77	83.0	56.333333333333336	17.633186820742036	6.39231742277876	6.7414669864011465	5.857980995127572	5.554588851677638	5.491853096329675	6.266786540694902	6.375039431346925	5.815916935561028	0.1925526769763474	0.00551696065128901	False	0.678714859437751	139.33333333333334	7.1223966313597264	-0.5591224957858966
NP_001254792	181636	61	64	77	100	78	70	67.33333333333333	82.66666666666667	17.470690645535957	5.930737337562887	6.0	6.266786540694902	6.643856189774725	6.285402218862249	6.129283016944967	6.073248982030639	6.369233809665719	0.1929793970373422	0.005519674355495251	False	1.227722772277228	150.0	7.22881869049588	0.2959848276350807
NP_001230820	38190	12	16	15	3	9	13	14.333333333333334	8.333333333333334	15.220907299509879	3.5849625007211565	4.0	3.9068905956085187	1.5849625007211563	3.1699250014423126	3.700439718141092	3.841302253980942	3.0588936890535687	0.19320234359226315	0.005522388059701493	False	0.5813953488372093	22.666666666666668	4.502500340529183	-0.7824085649273732
NP_003215	174731	11	12	13	4	11	9	12.0	8.0	17.414776061962844	3.4594316186372978	3.5849625007211565	3.700439718141092	2.0	3.4594316186372978	3.1699250014423126	3.5849625007211565	3.0	0.19337565059468126	0.005525101763907734	False	0.6666666666666666	20.0	4.321928094887363	-0.5849625007211563
NP_006147	89844	39	42	21	87	42	43	34.0	57.333333333333336	16.45513453983137	5.285402218862249	5.392317422778761	4.392317422778761	6.442943495848729	5.392317422778761	5.426264754702098	5.08746284125034	5.841302253980943	0.19380643612420825	0.005527815468113976	False	1.6862745098039216	91.33333333333334	6.51306958223937	0.7538394127306024
