protein	Sample1_01	Sample1_02	Sample1_03	Sample2_01	Sample2_02	Sample2_03	Sample1	Sample2	Sample1_01-log2	Sample1_02-log2	Sample1_03-log2	Sample2_01-log2	Sample2_02-log2	Sample2_03-log2	Sample1-log2	Sample2-log2	ratio	sum	log2_sum	log2_ratio
NP_004125	19	24	6	74	87	77	19.0	74.0	4.247927513443585	4.584962500721157	2.584962500721156	6.209453365628951	6.442943495848729	6.266786540694902	4.247927513443585	6.209453365628951	3.8947368421052633	93.0	6.539158811108032	1.9615258521853642
NP_004137	28	25	24	38	30	24	28.0	38.0	4.807354922057604	4.643856189774724	4.584962500721157	5.247927513443585	4.906890595608519	4.584962500721157	4.807354922057604	5.247927513443585	1.3571428571428572	66.0	6.044394119358453	0.4405725913859815
NP_004139	1	0	1	6	2	6	1.0	6.0	0.0	-inf	0.0	2.584962500721156	1.0	2.584962500721156	0.0	2.584962500721156	6.0	7.0	2.807354922057604	2.584962500721156
NP_004150	6	4	4	72	85	77	6.0	72.0	2.584962500721156	2.0	2.0	6.169925001442312	6.409390936137703	6.266786540694902	2.584962500721156	6.169925001442312	12.0	78.0	6.285402218862249	3.5849625007211565
NP_004152	74	99	80	77	104	104	74.0	77.0	6.209453365628951	6.6293566200796095	6.321928094887362	6.266786540694902	6.700439718141092	6.700439718141092	6.209453365628951	6.266786540694902	1.0405405405405406	151.0	7.238404739325079	0.05733317506595162
NP_004153	23	39	26	28	37	30	23.0	28.0	4.523561956057013	5.285402218862249	4.700439718141093	4.807354922057604	5.20945336562895	4.906890595608519	4.523561956057013	4.807354922057604	1.2173913043478262	51.0	5.672425341971496	0.28379296600059134
NP_004154	1	2	1	14	14	18	1.0	14.0	0.0	1.0	0.0	3.8073549220576037	3.8073549220576037	4.169925001442312	0.0	3.8073549220576037	14.0	15.0	3.9068905956085187	3.8073549220576037
NP_004166	78	54	90	79	84	77	78.0	79.0	6.285402218862249	5.754887502163469	6.491853096329675	6.303780748177103	6.39231742277876	6.266786540694902	6.285402218862249	6.303780748177103	1.0128205128205128	157.0	7.294620748891627	0.01837852931485452
NP_004172	31	43	39	0	4	4	31.0	0.0	4.954196310386876	5.426264754702098	5.285402218862249	-inf	2.0	2.0	4.954196310386876		0.0009765625	31.0	4.954196310386876	-10.0
NP_004173	3	3	6	5	3	2	3.0	5.0	1.5849625007211563	1.5849625007211563	2.584962500721156	2.321928094887362	1.5849625007211563	1.0	1.5849625007211563	2.321928094887362	1.6666666666666667	8.0	3.0	0.7369655941662062
NP_004199	1	3	5	10	10	8	1.0	10.0	0.0	1.5849625007211563	2.321928094887362	3.3219280948873626	3.3219280948873626	3.0	0.0	3.3219280948873626	10.0	11.0	3.4594316186372978	3.3219280948873626
NP_004209	79	89	80	95	121	126	79.0	95.0	6.303780748177103	6.475733430966398	6.321928094887362	6.569855608330948	6.9188632372745955	6.977279923499917	6.303780748177103	6.569855608330948	1.2025316455696202	174.0	7.442943495848729	0.2660748601538449
NP_004214	1	0	0	90	112	110	1.0	90.0	0.0	-inf	-inf	6.491853096329675	6.807354922057604	6.78135971352466	0.0	6.491853096329675	90.0	91.0	6.507794640198696	6.491853096329675
NP_004222	19	13	23	15	35	25	19.0	15.0	4.247927513443585	3.700439718141092	4.523561956057013	3.9068905956085187	5.129283016944966	4.643856189774724	4.247927513443585	3.9068905956085187	0.7894736842105263	34.0	5.08746284125034	-0.34103691783506696
NP_004233	11	11	16	11	12	15	11.0	11.0	3.4594316186372978	3.4594316186372978	4.0	3.4594316186372978	3.5849625007211565	3.9068905956085187	3.4594316186372978	3.4594316186372978	1.0	22.0	4.459431618637297	0.0
NP_004242	24	33	17	14	9	15	24.0	14.0	4.584962500721157	5.044394119358453	4.08746284125034	3.8073549220576037	3.1699250014423126	3.9068905956085187	4.584962500721157	3.8073549220576037	0.5833333333333334	38.0	5.247927513443585	-0.7776075786635519
NP_004243	6	5	9	8	4	3	6.0	8.0	2.584962500721156	2.321928094887362	3.1699250014423126	3.0	2.0	1.5849625007211563	2.584962500721156	3.0	1.3333333333333333	14.0	3.8073549220576037	0.4150374992788437
NP_004246	166	128	77	121	231	198	166.0	121.0	7.375039431346925	7.0	6.266786540694902	6.9188632372745955	7.851749041416057	7.6293566200796095	7.375039431346925	6.9188632372745955	0.7289156626506024	287.0	8.16490692667569	-0.45617619407233034
NP_004252	18	16	31	29	36	33	18.0	29.0	4.169925001442312	4.0	4.954196310386876	4.857980995127573	5.169925001442312	5.044394119358453	4.169925001442312	4.857980995127573	1.6111111111111112	47.0	5.554588851677638	0.6880559936852598
NP_004255	1	2	4	9	7	8	1.0	9.0	0.0	1.0	2.0	3.1699250014423126	2.807354922057604	3.0	0.0	3.1699250014423126	9.0	10.0	3.3219280948873626	3.1699250014423126
NP_004266	8	10	11	5	7	6	8.0	5.0	3.0	3.3219280948873626	3.4594316186372978	2.321928094887362	2.807354922057604	2.584962500721156	3.0	2.321928094887362	0.625	13.0	3.700439718141092	-0.6780719051126377
NP_004270	0	0	0	1	1	2	0.0	1.0	-inf	-inf	-inf	0.0	0.0	1.0		0.0	1024.0	1.0	0.0	10.0
NP_004271	58	49	63	74	76	80	58.0	74.0	5.857980995127572	5.614709844115208	5.977279923499917	6.209453365628951	6.247927513443586	6.321928094887362	5.857980995127572	6.209453365628951	1.2758620689655173	132.0	7.044394119358453	0.3514723705013778
NP_004273	19	22	20	0	0	0	19.0	0.0	4.247927513443585	4.459431618637297	4.321928094887363	-inf	-inf	-inf	4.247927513443585		0.0009765625	19.0	4.247927513443585	-10.0
NP_004274	14	30	20	22	20	23	14.0	22.0	3.8073549220576037	4.906890595608519	4.321928094887363	4.459431618637297	4.321928094887363	4.523561956057013	3.8073549220576037	4.459431618637297	1.5714285714285714	36.0	5.169925001442312	0.6520766965796931
NP_004278	6	16	6	7	5	8	6.0	7.0	2.584962500721156	4.0	2.584962500721156	2.807354922057604	2.321928094887362	3.0	2.584962500721156	2.807354922057604	1.1666666666666667	13.0	3.700439718141092	0.22239242133644802
NP_004291	56	49	46	39	41	41	56.0	39.0	5.807354922057605	5.614709844115208	5.523561956057013	5.285402218862249	5.357552004618084	5.357552004618084	5.807354922057605	5.285402218862249	0.6964285714285714	95.0	6.569855608330948	-0.5219527031953558
NP_004299	9	9	10	8	4	4	9.0	8.0	3.1699250014423126	3.1699250014423126	3.3219280948873626	3.0	2.0	2.0	3.1699250014423126	3.0	0.8888888888888888	17.0	4.08746284125034	-0.16992500144231246
NP_004300	53	66	51	38	39	45	53.0	38.0	5.7279204545632	6.044394119358453	5.672425341971496	5.247927513443585	5.285402218862249	5.491853096329675	5.7279204545632	5.247927513443585	0.7169811320754716	91.0	6.507794640198696	-0.4799929411196138
NP_004302	33	39	35	43	49	55	33.0	43.0	5.044394119358453	5.285402218862249	5.129283016944966	5.426264754702098	5.614709844115208	5.78135971352466	5.044394119358453	5.426264754702098	1.303030303030303	76.0	6.247927513443586	0.38187063534364446
NP_004306	19	27	24	72	50	51	19.0	72.0	4.247927513443585	4.754887502163469	4.584962500721157	6.169925001442312	5.643856189774724	5.672425341971496	4.247927513443585	6.169925001442312	3.789473684210526	91.0	6.507794640198696	1.921997487998727
NP_004308	0	0	0	3	2	1	0.0	3.0	-inf	-inf	-inf	1.5849625007211563	1.0	0.0		1.5849625007211563	1024.0	3.0	1.5849625007211563	10.0
NP_004309	0	0	0	6	15	18	0.0	6.0	-inf	-inf	-inf	2.584962500721156	3.9068905956085187	4.169925001442312		2.584962500721156	1024.0	6.0	2.584962500721156	10.0
NP_004313	7	8	7	12	9	12	7.0	12.0	2.807354922057604	3.0	2.807354922057604	3.5849625007211565	3.1699250014423126	3.5849625007211565	2.807354922057604	3.5849625007211565	1.7142857142857142	19.0	4.247927513443585	0.7776075786635519
NP_004315	42	34	33	22	25	30	42.0	22.0	5.392317422778761	5.08746284125034	5.044394119358453	4.459431618637297	4.643856189774724	4.906890595608519	5.392317422778761	4.459431618637297	0.5238095238095238	64.0	6.0	-0.932885804141463
NP_004323	30	39	23	21	19	43	30.0	21.0	4.906890595608519	5.285402218862249	4.523561956057013	4.392317422778761	4.247927513443585	5.426264754702098	4.906890595608519	4.392317422778761	0.7	51.0	5.672425341971496	-0.5145731728297583
NP_004326	0	0	0	7	13	8	0.0	7.0	-inf	-inf	-inf	2.807354922057604	3.700439718141092	3.0		2.807354922057604	1024.0	7.0	2.807354922057604	10.0
NP_004332	1	2	2	2	0	2	1.0	2.0	0.0	1.0	1.0	1.0	-inf	1.0	0.0	1.0	2.0	3.0	1.5849625007211563	1.0
NP_004333	3	7	6	0	0	1	3.0	0.0	1.5849625007211563	2.807354922057604	2.584962500721156	-inf	-inf	0.0	1.5849625007211563		0.0009765625	3.0	1.5849625007211563	-10.0
NP_004335	23	19	21	14	22	19	23.0	14.0	4.523561956057013	4.247927513443585	4.392317422778761	3.8073549220576037	4.459431618637297	4.247927513443585	4.523561956057013	3.8073549220576037	0.6086956521739131	37.0	5.20945336562895	-0.7162070339994087
NP_004337	4	23	5	0	0	0	4.0	0.0	2.0	4.523561956057013	2.321928094887362	-inf	-inf	-inf	2.0		0.0009765625	4.0	2.0	-10.0
NP_004347	31	35	33	12	14	14	31.0	12.0	4.954196310386876	5.129283016944966	5.044394119358453	3.5849625007211565	3.8073549220576037	3.8073549220576037	4.954196310386876	3.5849625007211565	0.3870967741935484	43.0	5.426264754702098	-1.369233809665719
NP_004348	9	9	3	1	4	3	9.0	1.0	3.1699250014423126	3.1699250014423126	1.5849625007211563	0.0	2.0	1.5849625007211563	3.1699250014423126	0.0	0.1111111111111111	10.0	3.3219280948873626	-3.1699250014423126
NP_004351	16	11	6	1	2	3	16.0	1.0	4.0	3.4594316186372978	2.584962500721156	0.0	1.0	1.5849625007211563	4.0	0.0	0.0625	17.0	4.08746284125034	-4.0
NP_004356	1	0	1	4	3	3	1.0	4.0	0.0	-inf	0.0	2.0	1.5849625007211563	1.5849625007211563	0.0	2.0	4.0	5.0	2.321928094887362	2.0
NP_004359	12	17	15	10	0	6	12.0	10.0	3.5849625007211565	4.08746284125034	3.9068905956085187	3.3219280948873626	-inf	2.584962500721156	3.5849625007211565	3.3219280948873626	0.8333333333333334	22.0	4.459431618637297	-0.2630344058337938
NP_004361	0	0	0	2	3	1	0.0	2.0	-inf	-inf	-inf	1.0	1.5849625007211563	0.0		1.0	1024.0	2.0	1.0	10.0
NP_004362	1	1	3	12	8	19	1.0	12.0	0.0	0.0	1.5849625007211563	3.5849625007211565	3.0	4.247927513443585	0.0	3.5849625007211565	12.0	13.0	3.700439718141092	3.5849625007211565
NP_004365	64	47	23	31	51	54	64.0	31.0	6.0	5.554588851677638	4.523561956057013	4.954196310386876	5.672425341971496	5.754887502163469	6.0	4.954196310386876	0.484375	95.0	6.569855608330948	-1.0458036896131246
NP_004369	416	378	220	256	443	388	416.0	256.0	8.700439718141093	8.562242424221074	7.781359713524661	8.0	8.791162888555018	8.599912842187129	8.700439718141093	8.0	0.6153846153846154	672.0	9.39231742277876	-0.7004397181410922
NP_004381	1	3	0	18	21	23	1.0	18.0	0.0	1.5849625007211563	-inf	4.169925001442312	4.392317422778761	4.523561956057013	0.0	4.169925001442312	18.0	19.0	4.247927513443585	4.169925001442312
NP_004385	24	34	26	11	6	14	24.0	11.0	4.584962500721157	5.08746284125034	4.700439718141093	3.4594316186372978	2.584962500721156	3.8073549220576037	4.584962500721157	3.4594316186372978	0.4583333333333333	35.0	5.129283016944966	-1.125530882083859
NP_004386	6	3	10	5	6	1	6.0	5.0	2.584962500721156	1.5849625007211563	3.3219280948873626	2.321928094887362	2.584962500721156	0.0	2.584962500721156	2.321928094887362	0.8333333333333334	11.0	3.4594316186372978	-0.2630344058337938
NP_004387	7	4	3	0	0	0	7.0	0.0	2.807354922057604	2.0	1.5849625007211563	-inf	-inf	-inf	2.807354922057604		0.0009765625	7.0	2.807354922057604	-10.0
NP_004395	9	11	7	6	7	6	9.0	6.0	3.1699250014423126	3.4594316186372978	2.807354922057604	2.584962500721156	2.807354922057604	2.584962500721156	3.1699250014423126	2.584962500721156	0.6666666666666666	15.0	3.9068905956085187	-0.5849625007211563
NP_004406	199	55	21	6	5	5	199.0	6.0	7.636624620543649	5.78135971352466	4.392317422778761	2.584962500721156	2.321928094887362	2.321928094887362	7.636624620543649	2.584962500721156	0.03015075376884422	205.0	7.679480099505446	-5.051662119822493
NP_004419	5	3	7	3	2	1	5.0	3.0	2.321928094887362	1.5849625007211563	2.807354922057604	1.5849625007211563	1.0	0.0	2.321928094887362	1.5849625007211563	0.6	8.0	3.0	-0.7369655941662062
NP_004427	121	112	98	65	57	63	121.0	65.0	6.9188632372745955	6.807354922057604	6.614709844115209	6.022367813028454	5.832890014164742	5.977279923499917	6.9188632372745955	6.022367813028454	0.5371900826446281	186.0	7.539158811108032	-0.89649542424614
NP_004437	34	29	30	36	38	47	34.0	36.0	5.08746284125034	4.857980995127573	4.906890595608519	5.169925001442312	5.247927513443585	5.554588851677638	5.08746284125034	5.169925001442312	1.0588235294117647	70.0	6.129283016944967	0.08246216019197297
NP_004441	31	48	25	80	51	53	31.0	80.0	4.954196310386876	5.584962500721157	4.643856189774724	6.321928094887362	5.672425341971496	5.7279204545632	4.954196310386876	6.321928094887362	2.5806451612903225	111.0	6.794415866350106	1.3677317845004873
NP_004452	2	1	1	0	2	0	2.0	0.0	1.0	0.0	0.0	-inf	1.0	-inf	1.0		0.0009765625	2.0	1.0	-10.0
NP_004453	3	2	3	0	0	0	3.0	0.0	1.5849625007211563	1.0	1.5849625007211563	-inf	-inf	-inf	1.5849625007211563		0.0009765625	3.0	1.5849625007211563	-10.0
NP_004461	16	14	27	52	56	54	16.0	52.0	4.0	3.8073549220576037	4.754887502163469	5.700439718141093	5.807354922057605	5.754887502163469	4.0	5.700439718141093	3.25	68.0	6.08746284125034	1.7004397181410922
NP_004474	19	17	29	27	34	33	19.0	27.0	4.247927513443585	4.08746284125034	4.857980995127573	4.754887502163469	5.08746284125034	5.044394119358453	4.247927513443585	4.754887502163469	1.4210526315789473	46.0	5.523561956057013	0.506959988719883
NP_004483	1	13	1	2	3	3	1.0	2.0	0.0	3.700439718141092	0.0	1.0	1.5849625007211563	1.5849625007211563	0.0	1.0	2.0	3.0	1.5849625007211563	1.0
NP_004484	132	148	129	138	132	140	132.0	138.0	7.044394119358453	7.209453365628949	7.011227255423254	7.10852445677817	7.044394119358453	7.129283016944966	7.044394119358453	7.10852445677817	1.0454545454545454	270.0	8.076815597050832	0.06413033741971556
NP_004485	42	43	47	12	7	6	42.0	12.0	5.392317422778761	5.426264754702098	5.554588851677638	3.5849625007211565	2.807354922057604	2.584962500721156	5.392317422778761	3.5849625007211565	0.2857142857142857	54.0	5.754887502163469	-1.8073549220576042
NP_004486	10	9	13	0	0	0	10.0	0.0	3.3219280948873626	3.1699250014423126	3.700439718141092	-inf	-inf	-inf	3.3219280948873626		0.0009765625	10.0	3.3219280948873626	-10.0
NP_004490	9	9	7	14	11	9	9.0	14.0	3.1699250014423126	3.1699250014423126	2.807354922057604	3.8073549220576037	3.4594316186372978	3.1699250014423126	3.1699250014423126	3.8073549220576037	1.5555555555555556	23.0	4.523561956057013	0.6374299206152918
NP_004491	124	109	126	97	86	88	124.0	97.0	6.954196310386876	6.768184324776926	6.977279923499917	6.599912842187128	6.426264754702098	6.459431618637298	6.954196310386876	6.599912842187128	0.782258064516129	221.0	7.787902559391432	-0.3542834681997476
NP_004492	47	59	44	25	27	30	47.0	25.0	5.554588851677638	5.882643049361842	5.459431618637297	4.643856189774724	4.754887502163469	4.906890595608519	5.554588851677638	4.643856189774724	0.5319148936170213	72.0	6.169925001442312	-0.9107326619029128
NP_004499	69	72	59	35	43	36	69.0	35.0	6.10852445677817	6.169925001442312	5.882643049361842	5.129283016944966	5.426264754702098	5.169925001442312	6.10852445677817	5.129283016944966	0.5072463768115942	104.0	6.700439718141092	-0.9792414398332026
NP_004506	6	5	3	4	4	6	6.0	4.0	2.584962500721156	2.321928094887362	1.5849625007211563	2.0	2.0	2.584962500721156	2.584962500721156	2.0	0.6666666666666666	10.0	3.3219280948873626	-0.5849625007211563
NP_004507	10	6	10	7	1	4	10.0	7.0	3.3219280948873626	2.584962500721156	3.3219280948873626	2.807354922057604	0.0	2.0	3.3219280948873626	2.807354922057604	0.7	17.0	4.08746284125034	-0.5145731728297583
NP_004512	5	7	3	1	2	0	5.0	1.0	2.321928094887362	2.807354922057604	1.5849625007211563	0.0	1.0	-inf	2.321928094887362	0.0	0.2	6.0	2.584962500721156	-2.321928094887362
NP_004513	3	1	2	0	0	0	3.0	0.0	1.5849625007211563	0.0	1.0	-inf	-inf	-inf	1.5849625007211563		0.0009765625	3.0	1.5849625007211563	-10.0
NP_004517	2	5	3	0	0	2	2.0	0.0	1.0	2.321928094887362	1.5849625007211563	-inf	-inf	1.0	1.0		0.0009765625	2.0	1.0	-10.0
NP_004519	37	25	39	30	28	23	37.0	30.0	5.20945336562895	4.643856189774724	5.285402218862249	4.906890595608519	4.807354922057604	4.523561956057013	5.20945336562895	4.906890595608519	0.8108108108108109	67.0	6.066089190457772	-0.3025627700204312
NP_004522	8	12	11	6	7	5	8.0	6.0	3.0	3.5849625007211565	3.4594316186372978	2.584962500721156	2.807354922057604	2.321928094887362	3.0	2.584962500721156	0.75	14.0	3.8073549220576037	-0.4150374992788438
NP_004528	5	8	1	5	1	6	5.0	5.0	2.321928094887362	3.0	0.0	2.321928094887362	0.0	2.584962500721156	2.321928094887362	2.321928094887362	1.0	10.0	3.3219280948873626	0.0
NP_004530	3	1	2	2	2	3	3.0	2.0	1.5849625007211563	0.0	1.0	1.0	1.0	1.5849625007211563	1.5849625007211563	1.0	0.6666666666666666	5.0	2.321928094887362	-0.5849625007211563
NP_004536	6	4	3	2	11	3	6.0	2.0	2.584962500721156	2.0	1.5849625007211563	1.0	3.4594316186372978	1.5849625007211563	2.584962500721156	1.0	0.3333333333333333	8.0	3.0	-1.5849625007211563
NP_004537	0	2	4	1	3	2	0.0	1.0	-inf	1.0	2.0	0.0	1.5849625007211563	1.0		0.0	1024.0	1.0	0.0	10.0
NP_004538	28	27	19	31	42	50	28.0	31.0	4.807354922057604	4.754887502163469	4.247927513443585	4.954196310386876	5.392317422778761	5.643856189774724	4.807354922057604	4.954196310386876	1.1071428571428572	59.0	5.882643049361842	0.14684138832927118
NP_004539	70	73	62	57	64	66	70.0	57.0	6.129283016944967	6.189824558880018	5.954196310386876	5.832890014164742	6.0	6.044394119358453	6.129283016944967	5.832890014164742	0.8142857142857143	127.0	6.988684686772166	-0.2963930027802248
NP_004540	14	15	14	23	19	19	14.0	23.0	3.8073549220576037	3.9068905956085187	3.8073549220576037	4.523561956057013	4.247927513443585	4.247927513443585	3.8073549220576037	4.523561956057013	1.6428571428571428	37.0	5.20945336562895	0.7162070339994088
NP_004542	54	87	55	38	39	46	54.0	38.0	5.754887502163469	6.442943495848729	5.78135971352466	5.247927513443585	5.285402218862249	5.523561956057013	5.754887502163469	5.247927513443585	0.7037037037037037	92.0	6.523561956057013	-0.506959988719883
NP_004543	29	22	32	38	47	54	29.0	38.0	4.857980995127573	4.459431618637297	5.0	5.247927513443585	5.554588851677638	5.754887502163469	4.857980995127573	5.247927513443585	1.3103448275862069	67.0	6.066089190457772	0.3899465183160133
NP_004544	33	34	22	35	78	86	33.0	35.0	5.044394119358453	5.08746284125034	4.459431618637297	5.129283016944966	6.285402218862249	6.426264754702098	5.044394119358453	5.129283016944966	1.0606060606060606	68.0	6.08746284125034	0.08488889758651295
NP_004550	10	6	5	4	2	3	10.0	4.0	3.3219280948873626	2.584962500721156	2.321928094887362	2.0	1.0	1.5849625007211563	3.3219280948873626	2.0	0.4	14.0	3.8073549220576037	-1.3219280948873622
NP_004554	0	0	0	9	14	10	0.0	9.0	-inf	-inf	-inf	3.1699250014423126	3.8073549220576037	3.3219280948873626		3.1699250014423126	1024.0	9.0	3.1699250014423126	10.0
NP_004560	2	0	0	1	2	5	2.0	1.0	1.0	-inf	-inf	0.0	1.0	2.321928094887362	1.0	0.0	0.5	3.0	1.5849625007211563	-1.0
NP_004564	0	1	0	9	6	4	0.0	9.0	-inf	0.0	-inf	3.1699250014423126	2.584962500721156	2.0		3.1699250014423126	1024.0	9.0	3.1699250014423126	10.0
NP_004568	43	65	55	33	46	50	43.0	33.0	5.426264754702098	6.022367813028454	5.78135971352466	5.044394119358453	5.523561956057013	5.643856189774724	5.426264754702098	5.044394119358453	0.7674418604651163	76.0	6.247927513443586	-0.38187063534364446
NP_004569	13	17	13	19	24	20	13.0	19.0	3.700439718141092	4.08746284125034	3.700439718141092	4.247927513443585	4.584962500721157	4.321928094887363	3.700439718141092	4.247927513443585	1.4615384615384615	32.0	5.0	0.5474877953024933
NP_004578	10	12	8	0	0	0	10.0	0.0	3.3219280948873626	3.5849625007211565	3.0	-inf	-inf	-inf	3.3219280948873626		0.0009765625	10.0	3.3219280948873626	-10.0
NP_004580	7	12	7	3	0	5	7.0	3.0	2.807354922057604	3.5849625007211565	2.807354922057604	1.5849625007211563	-inf	2.321928094887362	2.807354922057604	1.5849625007211563	0.42857142857142855	10.0	3.3219280948873626	-1.222392421336448
NP_004584	11	7	6	7	10	5	11.0	7.0	3.4594316186372978	2.807354922057604	2.584962500721156	2.807354922057604	3.3219280948873626	2.321928094887362	3.4594316186372978	2.807354922057604	0.6363636363636364	18.0	4.169925001442312	-0.6520766965796932
NP_004587	4	8	1	0	0	2	4.0	0.0	2.0	3.0	0.0	-inf	-inf	1.0	2.0		0.0009765625	4.0	2.0	-10.0
NP_004588	143	128	97	166	162	162	143.0	166.0	7.159871336778389	7.0	6.599912842187128	7.375039431346925	7.339850002884624	7.339850002884624	7.159871336778389	7.375039431346925	1.1608391608391608	309.0	8.271463027904375	0.21516809456853533
NP_004593	2	3	2	0	0	0	2.0	0.0	1.0	1.5849625007211563	1.0	-inf	-inf	-inf	1.0		0.0009765625	2.0	1.0	-10.0
NP_004598	151	192	105	169	153	125	151.0	169.0	7.238404739325079	7.584962500721156	6.714245517666122	7.400879436282184	7.257387842692652	6.965784284662088	7.238404739325079	7.400879436282184	1.119205298013245	320.0	8.321928094887362	0.16247469695710534
NP_004613	40	48	31	27	35	33	40.0	27.0	5.321928094887363	5.584962500721157	4.954196310386876	4.754887502163469	5.129283016944966	5.044394119358453	5.321928094887363	4.754887502163469	0.675	67.0	6.066089190457772	-0.5670405927238937
NP_004628	103	120	107	153	183	187	103.0	153.0	6.6865005271832185	6.906890595608519	6.7414669864011465	7.257387842692652	7.515699838284044	7.546894459887637	6.6865005271832185	7.257387842692652	1.4854368932038835	256.0	8.0	0.5708873155094334
NP_004631	11	13	6	8	9	10	11.0	8.0	3.4594316186372978	3.700439718141092	2.584962500721156	3.0	3.1699250014423126	3.3219280948873626	3.4594316186372978	3.0	0.7272727272727273	19.0	4.247927513443585	-0.45943161863729726
NP_004633	4	5	8	9	7	3	4.0	9.0	2.0	2.321928094887362	3.0	3.1699250014423126	2.807354922057604	1.5849625007211563	2.0	3.1699250014423126	2.25	13.0	3.700439718141092	1.1699250014423124
NP_004634	11	18	13	3	3	6	11.0	3.0	3.4594316186372978	4.169925001442312	3.700439718141092	1.5849625007211563	1.5849625007211563	2.584962500721156	3.4594316186372978	1.5849625007211563	0.2727272727272727	14.0	3.8073549220576037	-1.8744691179161412
NP_004640	49	73	47	52	59	59	49.0	52.0	5.614709844115208	6.189824558880018	5.554588851677638	5.700439718141093	5.882643049361842	5.882643049361842	5.614709844115208	5.700439718141093	1.0612244897959184	101.0	6.6582114827517955	0.08572987402588404
NP_004641	0	0	0	8	2	10	0.0	8.0	-inf	-inf	-inf	3.0	1.0	3.3219280948873626		3.0	1024.0	8.0	3.0	10.0
NP_004651	5	7	2	2	3	1	5.0	2.0	2.321928094887362	2.807354922057604	1.0	1.0	1.5849625007211563	0.0	2.321928094887362	1.0	0.4	7.0	2.807354922057604	-1.3219280948873622
NP_004654	66	75	74	86	109	112	66.0	86.0	6.044394119358453	6.22881869049588	6.209453365628951	6.426264754702098	6.768184324776926	6.807354922057604	6.044394119358453	6.426264754702098	1.303030303030303	152.0	7.247927513443586	0.38187063534364446
NP_004661	7	4	3	0	0	0	7.0	0.0	2.807354922057604	2.0	1.5849625007211563	-inf	-inf	-inf	2.807354922057604		0.0009765625	7.0	2.807354922057604	-10.0
NP_004672	20	16	23	17	17	16	20.0	17.0	4.321928094887363	4.0	4.523561956057013	4.08746284125034	4.08746284125034	4.0	4.321928094887363	4.08746284125034	0.85	37.0	5.20945336562895	-0.23446525363702297
NP_004699	47	52	47	67	63	58	47.0	67.0	5.554588851677638	5.700439718141093	5.554588851677638	6.066089190457772	5.977279923499917	5.857980995127572	5.554588851677638	6.066089190457772	1.425531914893617	114.0	6.832890014164742	0.511500338780135
NP_004701	6	7	6	12	16	14	6.0	12.0	2.584962500721156	2.807354922057604	2.584962500721156	3.5849625007211565	4.0	3.8073549220576037	2.584962500721156	3.5849625007211565	2.0	18.0	4.169925001442312	1.0
NP_004702	8	3	8	5	7	10	8.0	5.0	3.0	1.5849625007211563	3.0	2.321928094887362	2.807354922057604	3.3219280948873626	3.0	2.321928094887362	0.625	13.0	3.700439718141092	-0.6780719051126377
NP_004709	26	28	28	45	42	45	26.0	45.0	4.700439718141093	4.807354922057604	4.807354922057604	5.491853096329675	5.392317422778761	5.491853096329675	4.700439718141093	5.491853096329675	1.7307692307692308	71.0	6.149747119504682	0.7914133781885826
NP_004719	1	2	3	1	1	6	1.0	1.0	0.0	1.0	1.5849625007211563	0.0	0.0	2.584962500721156	0.0	0.0	1.0	2.0	1.0	0.0
NP_004721	0	0	0	3	1	3	0.0	3.0	-inf	-inf	-inf	1.5849625007211563	0.0	1.5849625007211563		1.5849625007211563	1024.0	3.0	1.5849625007211563	10.0
NP_004729	47	59	51	27	30	33	47.0	27.0	5.554588851677638	5.882643049361842	5.672425341971496	4.754887502163469	4.906890595608519	5.044394119358453	5.554588851677638	4.754887502163469	0.574468085106383	74.0	6.209453365628951	-0.7997013495141687
NP_004732	1	0	0	2	1	1	1.0	2.0	0.0	-inf	-inf	1.0	0.0	0.0	0.0	1.0	2.0	3.0	1.5849625007211563	1.0
NP_004748	19	12	22	14	13	18	19.0	14.0	4.247927513443585	3.5849625007211565	4.459431618637297	3.8073549220576037	3.700439718141092	4.169925001442312	4.247927513443585	3.8073549220576037	0.7368421052631579	33.0	5.044394119358453	-0.4405725913859815
NP_004757	3	5	2	15	9	18	3.0	15.0	1.5849625007211563	2.321928094887362	1.0	3.9068905956085187	3.1699250014423126	4.169925001442312	1.5849625007211563	3.9068905956085187	5.0	18.0	4.169925001442312	2.321928094887362
NP_004772	16	11	7	20	23	32	16.0	20.0	4.0	3.4594316186372978	2.807354922057604	4.321928094887363	4.523561956057013	5.0	4.0	4.321928094887363	1.25	36.0	5.169925001442312	0.32192809488736235
NP_004773	2	10	4	0	1	9	2.0	0.0	1.0	3.3219280948873626	2.0	-inf	0.0	3.1699250014423126	1.0		0.0009765625	2.0	1.0	-10.0
NP_004796	11	11	13	14	13	12	11.0	14.0	3.4594316186372978	3.4594316186372978	3.700439718141092	3.8073549220576037	3.700439718141092	3.5849625007211565	3.4594316186372978	3.8073549220576037	1.2727272727272727	25.0	4.643856189774724	0.3479233034203068
NP_004823	41	45	36	26	19	50	41.0	26.0	5.357552004618084	5.491853096329675	5.169925001442312	4.700439718141093	4.247927513443585	5.643856189774724	5.357552004618084	4.700439718141093	0.6341463414634146	67.0	6.066089190457772	-0.6571122864769916
